from id,to id,relationship type
15834-P03564,15834-P03565,godchild
15834-P03566,15834-P03567,godchild
15834-P03568,15834-P03571,godparent
15834-P03568,15834-P03569,parent
15834-P03568,15834-P03570,parent
15834-P03569,15834-P03570,spouse
15834-P03570,15834-P04301,enslaver
15834-P03573,15834-P03574,godchild
15834-P03575,15834-P04299,enslaver
15834-P03576,15834-P04299,enslaver
15834-P03577,15834-P03578,godchild
15834-P03579,15834-P03582,child
15834-P03583,15834-P03587,godparent
15834-P03583,15834-P03584,parent
15834-P03583,15834-P03585,parent
15834-P03584,15834-P03585,spouse
15834-P03584,15834-P04301,enslaver
15834-P03585,15834-P04301,enslaver
15834-P03589,15834-P03590,godchild
15834-P03591,15834-P03592,godchild
15834-P03594,15834-P03595,enslaver
15834-P03596,15834-P03597,godchild
15834-P03599,15834-P03604,child
15834-P03599,15834-P03600,enslaver
15834-P03601,15834-P03602,enslaver
15834-P03603,15834-P03604,godchild
15834-P03606,15834-P03610,child
15834-P03606,15834-P03607,spouse
15834-P03606,15834-P04299,enslaver
15834-P03607,15834-P03610,child
15834-P03607,15834-P04299,enslaver
15834-P03608,15834-P03610,godchild
15834-P03609,15834-P03610,godchild
15834-P03612,15834-P03613,enslaver
15834-P03616,15834-P03619,child
15834-P03616,15834-P03617,spouse
15834-P03617,15834-P03619,child
15834-P03617,15834-P04301,enslaver
15834-P03618,15834-P03619,godchild
15834-P03620,15834-P03623,child
15834-P03620,15834-P03621,spouse
15834-P03620,15834-P04301,enslaver
15834-P03621,15834-P03623,child
15834-P03621,15834-P04301,enslaver
15834-P03622,15834-P03623,godchild
15834-P03625,15834-P03629,child
15834-P03625,15834-P03626,spouse
15834-P03625,15834-P03627,enslaver
15834-P03626,15834-P03629,child
15834-P03626,15834-P03627,enslaver
15834-P03630,15834-P03636,godparent
15834-P03630,15834-P03632,parent
15834-P03630,15834-P03633,parent
15834-P03632,15834-P03633,spouse
15834-P03632,15834-P03634,enslaver
15834-P03633,15834-P03634,enslaver
15834-P03637,15834-P03640,child
15834-P03637,15834-P03638,spouse
15834-P03637,15834-P04301,enslaver
15834-P03638,15834-P03640,child
15834-P03638,15834-P04301,enslaver
15834-P03639,15834-P03640,godchild
15834-P03641,15834-P03645,child
15834-P03646,15834-P04299,enslaver
15834-P03647,15834-P04299,enslaver
15834-P03654,15834-P03657,godparent
15834-P03654,15834-P03655,parent
15834-P03654,15834-P03656,parent
15834-P03655,15834-P03656,spouse
15834-P03655,15834-P04299,enslaver
15834-P03656,15834-P04299,enslaver
15834-P03658,15834-P03661,child
15834-P03658,15834-P03659,spouse
15834-P03658,15834-P04301,enslaver
15834-P03659,15834-P03661,child
15834-P03659,15834-P04301,enslaver
15834-P03660,15834-P03661,godchild
15834-P03662,15834-P03666,child
15834-P03662,15834-P03663,enslaver
15834-P03665,15834-P03666,godchild
15834-P03667,15834-P03670,child
15834-P03667,15834-P03668,spouse
15834-P03667,15834-P04299,enslaver
15834-P03668,15834-P03670,child
15834-P03668,15834-P04299,enslaver
15834-P03669,15834-P03670,godchild
15834-P03671,15834-P03672,enslaver
15834-P03673,15834-P03674,godchild
15834-P03675,15834-P03678,godparent
15834-P03676,15834-P04299,enslaver
15834-P03679,15834-P03682,child
15834-P03679,15834-P03680,spouse
15834-P03680,15834-P03682,child
15834-P03684,15834-P03686,child
15834-P03685,15834-P03686,godchild
15834-P03688,15834-P03689,godchild
15834-P03690,15834-P03693,child
15834-P03690,15834-P03691,spouse
15834-P03690,15834-P04301,enslaver
15834-P03691,15834-P03693,child
15834-P03691,15834-P04301,enslaver
15834-P03692,15834-P03693,godchild
15834-P03694,15834-P03698,godparent
15834-P03699,15834-P03702,child
15834-P03699,15834-P03700,spouse
15834-P03699,15834-P04299,enslaver
15834-P03700,15834-P03702,child
15834-P03700,15834-P04299,enslaver
15834-P03701,15834-P03702,godchild
15834-P03703,15834-P03706,child
15834-P03703,15834-P03704,spouse
15834-P03704,15834-P03706,child
15834-P03705,15834-P03706,godchild
15834-P03707,15834-P03710,child
15834-P03707,15834-P03708,spouse
15834-P03707,15834-P04301,enslaver
15834-P03708,15834-P03710,child
15834-P03708,15834-P04301,enslaver
15834-P03709,15834-P03710,godchild
15834-P03711,15834-P03712,godchild
15834-P03713,15834-P03716,child
15834-P03713,15834-P03714,spouse
15834-P03713,15834-P04299,enslaver
15834-P03714,15834-P03716,child
15834-P03714,15834-P04299,enslaver
15834-P03715,15834-P03716,godchild
15834-P03718,15834-P03719,godchild
15834-P03720,15834-P03721,godchild
15834-P03722,15834-P03725,child
15834-P03722,15834-P03723,spouse
15834-P03722,15834-P04299,enslaver
15834-P03723,15834-P03725,child
15834-P03723,15834-P04299,enslaver
15834-P03724,15834-P03725,godchild
15834-P03726,15834-P03730,godparent
15834-P03726,15834-P03727,parent
15834-P03726,15834-P03728,parent
15834-P03727,15834-P03728,spouse
15834-P03727,15834-P04299,enslaver
15834-P03728,15834-P04299,enslaver
15834-P03731,15834-P03734,child
15834-P03731,15834-P03732,spouse
15834-P03732,15834-P03734,child
15834-P03735,15834-P03739,child
15834-P03735,15834-P03736,spouse
15834-P03736,15834-P03739,child
15834-P03738,15834-P03739,godchild
15834-P03741,15834-P03747,godparent
15834-P03741,15834-P03742,parent
15834-P03742,15834-P03743,enslaver
15834-P03744,15834-P03745,enslaver
15834-P03748,15834-P03751,godparent
15834-P03752,15834-P03757,godparent
15834-P03758,15834-P03762,child
15834-P03758,15834-P03759,spouse
15834-P03759,15834-P03762,child
15834-P03761,15834-P03762,godchild
15834-P03763,15834-P03766,child
15834-P03763,15834-P03764,spouse
15834-P03764,15834-P03766,child
15834-P03767,15834-P03771,child
15834-P03770,15834-P03771,godchild
15834-P03772,15834-P03776,godparent
15834-P03772,15834-P03773,parent
15834-P03772,15834-P03774,parent
15834-P03773,15834-P03774,spouse
15834-P03773,15834-P04299,enslaver
15834-P03774,15834-P04299,enslaver
15834-P03777,15834-P03778,enslaver
15834-P03778,15834-P03779,enslaver
15834-P03780,15834-P03781,godchild
15834-P03782,15834-P03786,godparent
15834-P03782,15834-P03783,parent
15834-P03782,15834-P03784,parent
15834-P03783,15834-P03784,spouse
15834-P03787,15834-P03790,godparent
15834-P03795,15834-P03796,godchild
15834-P03797,15834-P03798,enslaver
15834-P03799,15834-P03800,godchild
15834-P03801,15834-P03806,godparent
15834-P03801,15834-P03802,parent
15834-P03801,15834-P03803,parent
15834-P03802,15834-P03803,spouse
15834-P03802,15834-P03804,enslaver
15834-P03803,15834-P03804,enslaver
15834-P03808,15834-P03812,child
15834-P03808,15834-P03809,enslaver
15834-P03811,15834-P03812,godchild
15834-P03814,15834-P03815,enslaver
15834-P03816,15834-P03817,godchild
15834-P03818,15834-P03822,godparent
15834-P03819,15834-P04301,enslaver
15834-P03820,15834-P04301,enslaver
15834-P03823,15834-P03828,godparent
15834-P03823,15834-P03824,parent
15834-P03823,15834-P03825,parent
15834-P03824,15834-P03825,spouse
15834-P03824,15834-P03826,enslaver
15834-P03825,15834-P03826,enslaver
15834-P03831,15834-P03833,godchild
15834-P03834,15834-P03838,child
15834-P03834,15834-P03835,spouse
15834-P03835,15834-P03838,child
15834-P03835,15834-P04301,enslaver
15834-P03836,15834-P04301,enslaver
15834-P03837,15834-P03838,godchild
15834-P03839,15834-P03841,child
15834-P03839,15834-P04299,enslaver
15834-P03840,15834-P03841,godchild
15834-P03845,15834-P03851,child
15834-P03849,15834-P03851,godchild
15834-P03850,15834-P03851,godchild
15834-P03854,15834-P03855,godchild
15834-P03856,15834-P03860,child
15834-P03859,15834-P03860,godchild
15834-P03863,15834-P03864,godchild
15834-P03865,15834-P03871,godparent
15834-P03873,15834-P03875,enslaver
15834-P03874,15834-P03875,enslaver
15834-P03876,15834-P03879,godchild
15834-P03882,15834-P03886,child
15834-P03882,15834-P03883,spouse
15834-P03883,15834-P03886,child
15834-P03885,15834-P03886,godchild
15834-P03888,15834-P03892,child
15834-P03888,15834-P03889,spouse
15834-P03889,15834-P03892,child
15834-P03894,15834-P03897,child
15834-P03894,15834-P03895,spouse
15834-P03894,15834-P04299,enslaver
15834-P03895,15834-P03897,child
15834-P03895,15834-P04299,enslaver
15834-P03896,15834-P03897,godchild
15834-P03900,15834-P03901,enslaver
15834-P03902,15834-P03903,godchild
15834-P03904,15834-P03911,godparent
15834-P03904,15834-P03906,parent
15834-P03906,15834-P03907,enslaver
15834-P03908,15834-P03909,enslaver
15834-P03912,15834-P03919,godparent
15834-P03912,15834-P03916,parent
15834-P03921,15834-P03922,godchild
15834-P03924,15834-P03925,enslaver
15834-P03927,15834-P03928,godchild
15834-P03930,15834-P03931,godchild
15834-P03932,15834-P03935,godparent
15834-P03937,15834-P03938,enslaver
15834-P03939,15834-P03940,enslaver
15834-P03941,15834-P03942,godchild
15834-P03943,15834-P04301,enslaver
15834-P03944,15834-P04301,enslaver
15834-P03945,15834-P03946,godchild
15834-P03951,15834-P03952,godchild
15834-P03954,15834-P03955,enslaver
15834-P03957,15834-P03960,child
15834-P03957,15834-P04299,enslaver
15834-P03958,15834-P04299,enslaver
15834-P03959,15834-P03960,godchild
15834-P03961,15834-P03965,child
15834-P03961,15834-P03962,spouse
15834-P03961,15834-P04299,enslaver
15834-P03962,15834-P03965,child
15834-P03962,15834-P04299,enslaver
15834-P03964,15834-P03965,godchild
15834-P03966,15834-P03969,child
15834-P03966,15834-P03967,spouse
15834-P03967,15834-P03969,child
15834-P03968,15834-P03969,godchild
15834-P03970,15834-P03972,godchild
15834-P03975,15834-P03976,godchild
15834-P03977,15834-P03979,enslaver
15834-P03978,15834-P03979,enslaver
15834-P03980,15834-P03981,godchild
15834-P03983,15834-P03984,enslaver
15834-P03985,15834-P03986,godchild
15834-P03987,15834-P03991,godparent
15834-P03992,15834-P03994,godparent
15834-P03995,15834-P03996,enslaver
15834-P03997,15834-P03998,godchild
15834-P03999,15834-P04003,godparent
15834-P04001,15834-P04299,enslaver
15834-P04002,15834-P04299,enslaver
15834-P04004,15834-P04006,godparent
15834-P04011,15834-P04012,godchild
15834-P04013,15834-P04019,godparent
15834-P04015,15834-P04017,enslaver
15834-P04016,15834-P04017,enslaver
15834-P04023,15834-P04299,enslaver
15834-P04024,15834-P04299,enslaver
15834-P04032,15834-P04033,godchild
15834-P04035,15834-P04039,godparent
15834-P04043,15834-P04044,godchild
15834-P04046,15834-P04299,enslaver
15834-P04047,15834-P04299,enslaver
15834-P04048,15834-P04049,godchild
15834-P04052,15834-P04054,enslaver
15834-P04053,15834-P04054,enslaver
15834-P04055,15834-P04056,godchild
15834-P04059,15834-P04301,enslaver
15834-P04060,15834-P04301,enslaver
15834-P04061,15834-P04062,godchild
15834-P04070,15834-P04075,godparent
15834-P04076,15834-P04081,godparent
15834-P04083,15834-P04299,enslaver
15834-P04084,15834-P04085,godchild
15834-P04087,15834-P04089,godparent
15834-P04090,15834-P04094,godparent
15834-P04097,15834-P04098,godchild
15834-P04104,15834-P04105,godchild
15834-P04112,15834-P04114,enslaver
15834-P04113,15834-P04114,enslaver
15834-P04115,15834-P04116,godchild
15834-P04119,15834-P04120,enslaver
15834-P04124,15834-P04126,enslaver
15834-P04125,15834-P04126,enslaver
15834-P04127,15834-P04128,godchild
15834-P04129,15834-P04135,godparent
15834-P04133,15834-P04299,enslaver
15834-P04135,15834-P04299,enslaver
15834-P04143,15834-P04147,godparent
15834-P04150,15834-P04151,godchild
15834-P04152,15834-P04158,godparent
15834-P04159,15834-P04165,godparent
15834-P04159,15834-P04161,parent
15834-P04161,15834-P04163,enslaver
15834-P04162,15834-P04163,enslaver
15834-P04166,15834-P04169,godparent
15834-P04171,15834-P04175,godparent
15834-P04176,15834-P04180,godparent
15834-P04181,15834-P04186,godparent
15834-P04187,15834-P04191,godparent
15834-P04189,15834-P04190,enslaver
15834-P04194,15834-P04196,enslaver
15834-P04195,15834-P04196,enslaver
15834-P04197,15834-P04199,godchild
15834-P04198,15834-P04199,godchild
15834-P04201,15834-P04299,enslaver
15834-P04202,15834-P04203,godchild
15834-P04213,15834-P04299,enslaver
15834-P04214,15834-P04299,enslaver
15834-P04215,15834-P04216,godchild
15834-P04217,15834-P04222,godparent
15834-P04218,15834-P04219,enslaver
15834-P04223,15834-P04227,godparent
15834-P04225,15834-P04299,enslaver
15834-P04226,15834-P04299,enslaver
15834-P04227,15834-P04228,enslaver
15834-P04231,15834-P04232,enslaver
15834-P04232,15834-P04233,enslaver
15834-P04234,15834-P04235,godchild
15834-P04236,15834-P04237,enslaver
15834-P04238,15834-P04300,godparent
15834-P04239,15834-P04243,godparent
15834-P04241,15834-P04242,enslaver
15834-P04245,15834-P04247,enslaver
15834-P04246,15834-P04247,enslaver
15834-P04248,15834-P04249,godchild
15834-P04253,15834-P04254,enslaver
15834-P04255,15834-P04256,godchild
15834-P04257,15834-P04264,godparent
15834-P04260,15834-P04262,enslaver
15834-P04261,15834-P04262,enslaver
15834-P04268,15834-P04269,enslaver
15834-P04270,15834-P04271,enslaver
15834-P04272,15834-P04273,godchild
15834-P04277,15834-P04299,enslaver
15834-P04278,15834-P04299,enslaver
15834-P04279,15834-P04280,godchild
15834-P04285,15834-P04286,godchild
15834-P04286,15834-P04301,enslaver
15834-P04287,15834-P04294,godparent
15834-P04291,15834-P04292,enslaver
